,Username,Ciudad,Departamento,Pais,Título,Pregunta,Propuesta,Descripción,Votos a favor
2265,Víctor Jesús Maestre Orozco,Santa Marta,Magdalena,Colombia,¿Cuál es tu propuesta para mejorar la educación en Colombia?,¿Cuál es tu propuesta para mejorar la educación en Colombia?,educación secundaria por áreas de la ciencia,"considerando la desconexión de la educación secundaría con la universidad, planteo una distribución o clasificación en tres áreas de la ciencia: área o bloque 1-matemáticas y física, área o bloque 2-química y biología, área o bloque 3-humanidades. los estudiantes reciben todas las asignaturas recibiendo una calificación por créditos según el área o bloque al que pertenecen  o estén inscritos, se pueden realizar cambios con las respectivas nivelaciones, se identifican los alumnos con camisetas y logos. cada área o bloque cuenta con su biblioteca y laboratorio especializados en los temas y apoyo en las nuevas tecnologías",33
1281,Josimar Dario Roa Marriaga,Bogotá,no hay registro,Colombia,¿Cómo podemos desarrollar el talento a temprana edad?,¿Cómo podemos desarrollar el talento a temprana edad?,"arte yo, estrategias que construyen un mejor país","es una iniciativa que plantea alternativas las cuales permiten avances en la construcción de herramientas fortalecedoras del tejido social. posesionando las artes como estrategia de transformación desarrollando encuentros artísticos basados en tres componentes: psicosocial, liderazgo y formación (danza, teatro, música, pintura y circo) los cuales serán la plataforma para identificar y fortalecer las habilidades de los niños, niñas, adolescentes y jóvenes de los barrios vulnerables, creando espacios forjadores de paz, convivencia, integralidad y valores sociales que generen acciones en positivo.",31
46,,Ibague,Tolima,Colombia,¿Cómo incentivamos a las empresas para que apoyen el talento juvenil?,¿Cómo incentivamos a las empresas para que apoyen el talento juvenil?,responsabilidad social naranja,"actualmente muchas empresas desarrollan su actividad empresarial en  el radio de acción de comunas a las cuales poco o nada aportan desde su responsabilidad social empresarial, su aporte  mejora,  a través de proyectos encaminados al apoyo de iniciativas que involucren ideas creativas desde la comunidad a través de las comisiones empresariales de las juntas de acción comunal. podrán así ver crecer su entorno dando el espacio de nacimiento de industrias creativas que involucran la población que no tienen el apoyo de capital de inversión inicial, para ver crecer sus ideas. es un gana-gana, ya que impactando positivamente el territorio, crece el buen nombre de las empresas.",30
274,Alexánder Cadavid Giraldo,Pereira,Risaralda,Colombia,¿Qué procesos consideras importante agilizar a través de la tecnología?,¿Qué procesos consideras importante agilizar a través de la tecnología?,cidadela tecnológica de cuba (pereira risaralda),"la ciudadela tecnológica de cuba es un proyecto que busca generar nuevas oportunidades sociales y económicas para  los habitantes de la región a través de tres pilares fundamentales:
- la educación como eje fundamental de la transformación social.
- la innovación y el emprendimiento de valor agregado como motor del desarrollo.
- la ciencia y la tecnología como herramientas de la transformación económica.
actualmente, el proyecto se encuentra en ejecución de su estrategia blanda, mediante el desarrollo de tres componentes:
- apropiación social del conocimiento.
- intervención al sistema educativo.
- estrategia de innovación y emprendimiento.
- centro de tecnología avanzadas.",30
26,,Bogotá,Bogota D.C.,Colombia,¿Qué propones para conservar el patrimonio cultural del país?,¿Crees conocer sobre nuestro patrimonio cultural colombiano?,"parque temático ferro vías,  flandes -  tolima","en un lote de invías en flandes -  tolima de aproximadamente 180.000 metros cuadrados que generará empleos,  tendría un museo con la historia del tren,  cabañas para los pensionados y se  ofrecería alimentos en estructuras similares a los bagones del tren y lo mas importante es la ubicación geográfica y la inversión seria pronto recuperada por el estado, ya que somos centro turístico hay 87 conjunto cerrados. 
transporte y ministerio de cultura.",29
44,,Ibague,Tolima,Colombia,"¿Cómo acercar a las personas a la literatura, el cine, la música y el arte?","¿Cómo acercar a las personas a la literatura, el cine, la música y el arte?",integración naranja de las artes,"para lograr integrar las artes es necesario que se apoyen desde el ministerio de cultura mediante estímulos proyectos donde no solo se tomen cada una de las artes en forma aislada, sino que se encuentre el espacio de apoyo a propuestas integradoras como festivales que vayan dirigidos a la comunidad y que integren entre otras artes la música, la pintura, el  teatro, los títeres, la poesía, causando así un efecto integrador que genera cultura en las comunidades donde se aplica.",29
1270,José Zapata,Bogotá,Bogota D.C.,Colombia,¿Cuál es la mejor manera de  combatir la corrupción en las entidades del estado?,¿Crees que este problema se puede erradicar por completo?,no contratar personas que hayan defraudado al estado,"revisar de manera exhaustiva la hoja de vida de todos los aspirantes a las corporaciones del estado,unificando todas las dependencias para que nosalten de un puesto a otro,solamente las personas con una hoja de vida limpia merecen manejar los dineros y contratos
la  prevención es una manera lógica de combatir la corrupción",29
1406,Julius1970,Medellín,Antioquia,Colombia,¿Qué procesos consideras importante agilizar a través de la tecnología?,¿Qué procesos consideras importante agilizar a través de la tecnología?,creacion del peso digital para combatir la corrupcion,"construimos un sistema de peso digital sobre una plataforma de blockchain. todos los contratos publicos deben utilizar el sistema para pagar a sus contratistas ganadores de licitaciones. los contratistas a su vez pagan a sus subcontratistas, empleados, proveedores, impuestos usando la misma plataforma de peso digital.
el dinero real se almacena en una fiducia que intercambia el peso digital por pesos corrientes cuando es solicitado asi por los actores de la cadena productiva relacionada con los contratistas del estado. de esta forma conocemos como y quien se queda con el dinero del estado y para que se usa exactamente. trazabilidad total.",26
1752,Mayra Alejandra Rangel Rincon,Medellín,Antioquia,Colombia,¿Cómo integrarías a los artistas colombianos en la Economía Naranja?,¿Cómo integrarías a los artistas colombianos en la Economía Naranja?,"música , plataformas digitales y protección legal.","tres son los escenarios que desenvuelven la música al interior de la economía naranja en colombia : i) enseñanza de habilidades  , ii) producción de material musical ) y iii) mercadeo y venta de los productos intelectuales. el último punto es en el cual muchos artistas frustan sus intentos de aportar musicalmente y lograr la independencia con su trabajo. el plan es: 1).presencial, a través de planes de acción que propicien concursos en las diferentes ciudades para captar la mayor variedad de propuestas musicales , 2) incentivar y darles apoyo para el movimiento de sus propuestas a través de plataformas digitales y 3) promover charlas para la protección legal de sus obras.",26
2212,Sonyta,Bogotá,no hay registro,Colombia,¿Cuál es tu propuesta para mejorar la educación en Colombia?,¿Cuál es tu propuesta para mejorar la educación en Colombia?,mejorar la inversión y la calidad  educativa  en las zonas rurales en colombia,"necesitamos mayor inversión para generar cambios significativos en el proceso de enseñanza y aprendizaje  que actualmente se desarrolla en  nuestro país; desafortunadamente, no  somos uno de los mejores  países en el tema de educación, por eso es necesario promover  estrategias que mejoren la calidad educativa, a través de la  implementación de  proyectos e investigaciones  que  promuevan avances en  la calidad de educación que se imparte en las aulas colombianas y cerrar la brecha  entre el sector rural y urbano en las escuelas de colombia. por eso, el gobierno debe asegurar mejores recursos y construir redes de escuela que potencien la educación.",26
520,Carlos Santander,Santa Marta,Magdalena,Colombia,¿Cuál es la mejor alternativa para que los jóvenes persigan sus sueños?,¿Cuál es la mejor alternativa para que los jóvenes persigan sus sueños?,multimedia regional,"un estudio de multimedia para los municipios categoría 6 y sus corregimientos y veredas, dotados de un computador, tarjeta de sonido, gráfica, micrófono, consola o interfaz de sonido, cámara fotográfica, de vídeo, equipo de sonido, aire acondicionado, para desarrollar música, documentales, cine, diseño gráfico, animación, tv, videojuegos, considerando el talento de la regiones pero la falta de recursos para desplazarse a los centros urbanos y altos costos  de los estudios en la ciudad, los municipios y veredas cuentan con los locales para éste propósito en las bibliotecas, casas de cultura y fundaciones, una idea para que los jóvenes tengan una alternativa local para realizar sus sueños ...",25
